A1-VERB-147,A1,,wiederholen [sound:googletts-007126ff-f8fc378d-20a689f5-e2cb35bf-1f18df00.mp3],repeat,,ich wiederhole&nbsp;<div>du wiederholst&nbsp;</div><div>er/sie/es wiederholt&nbsp;</div><div>wir wiederholen&nbsp;</div><div>ihr wiederholt&nbsp;</div><div>Sie wiederholen</div>,ich wiederholte&nbsp;<div>du wiederholtest&nbsp;</div><div>er/sie/es wiederholte&nbsp;</div><div>wir wiederholten&nbsp;</div><div>ihr wiederholtet&nbsp;</div><div>Sie wiederholten</div>,ich werde wiederholen&nbsp;<div>du wirst wiederholen&nbsp;</div><div>er/sie/es wird wiederholen&nbsp;</div><div>wir werden wiederholen&nbsp;</div><div>ihr werdet wiederholen&nbsp;</div><div>Sie werden wiederholen</div>,ich habe wiederholt&nbsp;<div>du hast wiederholt</div><div>er/sie/es hat wiederholt&nbsp;</div><div>wir haben wiederholt&nbsp;</div><div>ihr habt wiederholt&nbsp;</div><div>Sie haben wiederholt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to repeat [sound:googletts-25910351-7cd9bdd3-c660b1ac-b7066c36-b0317f08.mp3],"Say that again, please? [sound:googletts-ab979aa5-92b27e7f-5a25277f-d94cf183-4c70e495.mp3]",Können Sie das bitte wiederholen? [sound:googletts-9fd377bc-150a7f86-4fdc64fd-7e370b2b-c7b32f57.mp3],
A1-VERB-148,A1,,wissen [sound:googletts-09ba3c65-fc23d74e-5b775425-0abee480-3026b3d2.mp3],know,,ich weiß&nbsp;<div>du weißt&nbsp;</div><div>er/sie/es weiß&nbsp;</div><div>wir wissen&nbsp;</div><div>ihr wisst&nbsp;</div><div>Sie wissen</div>,ich wusste&nbsp;<div>du wusstest&nbsp;</div><div>er/sie/es wusste&nbsp;</div><div>wir wussten&nbsp;</div><div>ihr wusstet&nbsp;</div><div>Sie wussten</div>,ich werde wissen&nbsp;<div>du wirst wissen&nbsp;</div><div>er/sie/es wird wissen&nbsp;</div><div>wir werden wissen&nbsp;</div><div>ihr werdet wissen&nbsp;</div><div>Sie werden wissen</div>,ich habe gewusst&nbsp;<div>du hast gewusst&nbsp;</div><div>er/sie/es hat gewusst&nbsp;</div><div>wir haben gewusst&nbsp;</div><div>ihr habt gewusst&nbsp;</div><div>Sie haben gewusst</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to know [sound:googletts-cf1233e9-f79ba4a4-46d3d005-3539721c-a97431b7.mp3],Do you know his name? [sound:googletts-dd649c73-39b6c5be-6e0b6c72-0b118c49-e8d7592f.mp3],"Weißt du, wie er heißt? [sound:googletts-fdabcbae-d66379d5-d8a0a8c9-251144d4-1166ddc9.mp3]",
A1-VERB-149,A1,,wohnen [sound:googletts-ac99a335-93530f4e-e387c24f-c262a479-c4d65a7b.mp3],live (reside),,ich wohne&nbsp;<div>du wohnst&nbsp;</div><div>er/sie/es wohnt&nbsp;</div><div>wir wohnen&nbsp;</div><div>ihr wohnt&nbsp;</div><div>Sie wohnen</div>,ich wohnte&nbsp;<div>du wohntest&nbsp;</div><div>er/sie/es wohnte&nbsp;</div><div>wir wohnten&nbsp;</div><div>ihr wohntet&nbsp;</div><div>Sie wohnten</div>,ich werde wohnen&nbsp;<div>du wirst wohnen&nbsp;</div><div>er/sie/es wird wohnen&nbsp;</div><div>wir werden wohnen&nbsp;</div><div>ihr werdet wohnen&nbsp;</div><div>Sie werden wohnen</div>,ich habe gewohnt&nbsp;<div>du hast gewohnt&nbsp;</div><div>er/sie/es hat gewohnt&nbsp;</div><div>wir haben gewohnt&nbsp;</div><div>ihr habt gewohnt&nbsp;</div><div>Sie haben gewohnt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to live (reside)&nbsp;[sound:googletts-6316f1e7-ae23753a-8be49311-58ef4b47-31643f1f.mp3],I live in munich. [sound:googletts-38c6c0b7-653490da-c2addacd-aae63d76-c71dfa4e.mp3],Ich wohne in München. [sound:googletts-84f1f701-98d8da74-c7260d7b-09b4717f-2793425b.mp3],
A1-VERB-151,A1,,zahlen [sound:googletts-fed433d1-a032da6f-c3ea648d-7317c6c8-e5ddbf7f.mp3],pay,,ich zahle&nbsp;<div>du zahlst&nbsp;</div><div>er/sie/es zahlt&nbsp;</div><div>wir zahlen&nbsp;</div><div>ihr zahlt&nbsp;</div><div>Sie zahlen</div>,ich zahlte&nbsp;<div>du zahltest&nbsp;</div><div>er/sie/es zahlte&nbsp;</div><div>wir zahlten&nbsp;</div><div>ihr zahltet&nbsp;</div><div>Sie zahlten</div>,ich werde zahlen&nbsp;<div>du wirst zahlen&nbsp;</div><div>er/sie/es wird zahlen&nbsp;</div><div>wir werden zahlen&nbsp;</div><div>ihr werdet zahlen&nbsp;</div><div>Sie werden zahlen</div>,ich habe gezahlt&nbsp;<div>du hast gezahlt&nbsp;</div><div>er/sie/es hat gezahlt&nbsp;</div><div>wir haben gezahlt&nbsp;</div><div>ihr habt gezahlt&nbsp;</div><div>Sie haben gezahlt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to pay [sound:googletts-a75af3a4-1e6a78da-4e4527cb-8a384896-8312b6f7.mp3],Pay please! [sound:googletts-1930af30-d838be60-26d2b00c-0c222d38-75854a24.mp3],"Zahlen, bitte! [sound:googletts-c1f8da58-bcb6b2e9-4d8a2e88-94e0705b-ab38832d.mp3]",
A1-VERB-14,A1,✭⚑,anziehen (sich)&nbsp;[sound:googletts-bb754ace-ff6d8ec7-16dc615b-26fbf94a-27e91b53.mp3],put on&nbsp;,ie-o-o,<div><div>ich&nbsp;ziehe&nbsp;an</div> <div> du&nbsp;ziehst&nbsp;an</div> <div> er/sie/es&nbsp;zieht&nbsp;an</div> <div> wir&nbsp;ziehen&nbsp;an</div> <div> ihr&nbsp;zieht&nbsp;an</div> <div> Sie ziehen an</div></div>,<div>ich&nbsp;zog&nbsp;an ⚑</div> <div> du&nbsp;zogst&nbsp;an</div> <div> er/sie/es&nbsp;zog&nbsp;an ⚑</div> <div> wir&nbsp;zogen&nbsp;an</div> <div> ihr&nbsp;zogt&nbsp;an</div> <div> Sie&nbsp;zogen&nbsp;an</div>,<div>ich&nbsp;werde&nbsp;anziehen</div> <div> du&nbsp;wirst&nbsp;anziehen</div> <div> er/sie/es&nbsp;wird&nbsp;anziehen</div> <div> wir&nbsp;werden&nbsp;anziehen</div> <div> ihr&nbsp;werdet&nbsp;anziehen</div> <div> Sie&nbsp;werden&nbsp;anziehen</div>,<div>ich habe/bin&nbsp;angezogen ⚑</div> <div> du hast/bist&nbsp;angezogen</div> <div> er/sie/es hat/ist&nbsp;angezogen</div> <div> wir haben/sind&nbsp;angezogen</div> <div> ihr habt/seid&nbsp;angezogen</div> <div> Sie haben/sind angezogen</div>,haben/sein&nbsp;[sound:googletts-5dc04cf4-64f54062-4646bf27-4ad4ac31-1da40c7c.mp3],to put on&nbsp;[sound:googletts-a57390fc-597d4cba-49fd63f2-b74bbf26-0aacd325.mp3],She put on her new dress.&nbsp;&nbsp;[sound:googletts-e718ebc2-006ae512-eb454267-ffe8b7eb-d04ed0ef.mp3],Sie zog ihr neues Kleid an.&nbsp;[sound:googletts-5e02af64-da2c7219-131ea544-28d34ab0-a388db16.mp3],
A1-VERB-43,A1,,duschen (sich)&nbsp;[sound:googletts-4cb1dae9-894670a0-25963ab9-20498343-81460567.mp3],shower,,<div>ich&nbsp;dusche</div> <div> du&nbsp;duschst</div> <div> er/sie/es&nbsp;duscht</div> <div> wir&nbsp;duschen</div> <div> ihr&nbsp;duscht</div> <div> Sie duschen</div>,ich&nbsp;duschte<br>du&nbsp;duschtest<br>er/sie/es&nbsp;duschte ⚑<br>wir&nbsp;duschten<br>ihr&nbsp;duschtet<br>Sie duschten,<div>ich&nbsp;werde&nbsp;duschen</div> <div> du&nbsp;wirst&nbsp;duschen</div> <div> er/sie/es&nbsp;wird&nbsp;duschen</div> <div> wir&nbsp;werden&nbsp;duschen</div> <div> ihr&nbsp;werdet&nbsp;duschen</div> <div> Sie&nbsp;werden&nbsp;duschen</div>,<div>ich&nbsp;habe&nbsp;geduscht</div> <div> du&nbsp;hast&nbsp;geduscht</div> <div> er/sie/es&nbsp;hat&nbsp;geduscht</div> <div> wir&nbsp;haben&nbsp;geduscht</div> <div> ihr&nbsp;habt&nbsp;geduscht</div> <div> Sie haben geduscht<br></div>,haben&nbsp;[sound:googletts-b4bd94cf-3d020a9f-d1d61941-9636ca3a-236ad181.mp3],to shower&nbsp;[sound:googletts-d4258bb9-84d8688c-ee21a344-ac0e0ef2-fcab32af.mp3],I showered and then went to bed.&nbsp;[sound:googletts-6bdc77b5-ea72b676-bedbcb91-7d86e89c-60d217a5.mp3],Ich duschte und ging dann ins Bett.&nbsp;[sound:googletts-b27f4d90-b2b30f6a-7a5f4e54-550648f9-9b4fe58e.mp3],
A1-VERB-130,A1,⚑,treffen (sich) [sound:googletts-00e97ab9-df16af6b-9d5ef6f4-275b9b67-39cfcdf7.mp3],meet,e-a-o,<div>ich&nbsp;treffe</div> <div>du&nbsp;triffst</div> <div>er/sie/es&nbsp;trifft</div> <div>wir&nbsp;treffen</div> <div>ihr&nbsp;trefft</div> <div>Sie&nbsp;treffen</div>,<div>ich&nbsp;traf</div> <div>du&nbsp;trafst</div> <div>er/sie/es&nbsp;traf</div> <div>wir&nbsp;trafen</div> <div>ihr&nbsp;traft</div> <div>Sie&nbsp;trafen</div>,<div>ich&nbsp;werde treffen</div> <div>du&nbsp;wirst treffen</div> <div>er/sie/es&nbsp;wird treffen</div> <div>wir&nbsp;werden treffen</div> <div>ihr&nbsp;werdet treffen</div> <div>Sie&nbsp;werden treffen</div>,<div>ich&nbsp;habe getroffen</div> <div>du&nbsp;hast getroffen</div> <div>er/sie/es&nbsp;hat getroffen</div> <div>wir&nbsp;haben getroffen</div> <div>ihr&nbsp;habt getroffen</div> <div>Sie&nbsp;haben getroffen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to meet [sound:googletts-a5c809de-3ffa6d7f-467e4cfa-766743e0-8cfc757e.mp3],We met in front of the opera at eight. [sound:googletts-c9491313-fafa0654-4b8c0ea3-ae9801a5-7cf6be74.mp3],Wir trafen uns um acht vor der Oper. [sound:googletts-5bba2e0d-e0ca5701-ca56fe0f-cbf05c4f-05356cac.mp3],
A1-VERB-144,A1,⚑,waschen (sich) [sound:googletts-a17fb2b9-79d46f3b-86ceb3c5-f8551df6-ad1ca129.mp3],wash,a-u-a,<div>ich&nbsp;wasche</div> <div>du&nbsp;wäschst</div> <div>er/sie/es&nbsp;wäscht</div> <div>wir&nbsp;waschen</div> <div>ihr&nbsp;wascht</div> <div>Sie&nbsp;waschen</div>,<div>ich&nbsp;wusch</div> <div>du&nbsp;wuschest</div> <div>er/sie/es&nbsp;wusch</div> <div>wir&nbsp;wuschen</div> <div>ihr&nbsp;wuscht</div> <div>Sie&nbsp;wuschen</div>,<div>ich&nbsp;werde waschen</div> <div>du&nbsp;wirst waschen</div> <div>er/sie/es&nbsp;wird waschen</div> <div>wir&nbsp;werden waschen</div> <div>ihr&nbsp;werdet waschen</div> <div>Sie&nbsp;werden waschen</div>,<div>ich&nbsp;habe gewaschen</div> <div>du&nbsp;hast gewaschen</div> <div>er/sie/es&nbsp;hat gewaschen</div> <div>wir&nbsp;haben gewaschen</div> <div>ihr&nbsp;habt gewaschen</div> <div>Sie&nbsp;haben gewaschen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to wash [sound:googletts-5eda566e-4b5aea97-e9e96ca7-f1a0523a-c2759e54.mp3],He washed his car with a sponge. [sound:googletts-ffb235ec-62168775-bd04eb01-e01e69e7-bfc3ea2f.mp3],Er wusch sein Auto mit einem Schwamm. [sound:googletts-6b0ff546-8c7ce272-156f39de-c8622906-1a1a89ec.mp3],
A1-VERB-2,A1,⚑,abgeben [sound:googletts-8030dc16-565007fa-dc985fe9-994ac3a7-58c1b118.mp3],hand over,e-a-e,ich&nbsp;gebe ab<br>du&nbsp;gibst ab<br>er/sie/es&nbsp;gibt ab<br>wir&nbsp;geben ab<br>ihr&nbsp;gebt ab<br>Sie&nbsp;geben ab,ich&nbsp;gab ab ⚑<br>du&nbsp;gabst ab<br>er/sie/es&nbsp;gab ab ⚑<br>wir&nbsp;gaben ab<br>ihr&nbsp;gabt ab<br>Sie&nbsp;gaben ab,ich&nbsp;werde abgeben<br>du&nbsp;wirst abgeben<br>er/sie/es&nbsp;wird abgeben<br>wir&nbsp;werden abgeben<br>ihr&nbsp;werdet abgeben<br>Sie&nbsp;werden abgeben,ich&nbsp;habe abgegeben ⚑<br>du&nbsp;hast abgegeben<br>er/sie/es&nbsp;hat abgegeben<br>wir&nbsp;haben abgegeben<br>ihr&nbsp;habt abgegeben<br>Sie&nbsp;haben abgegeben,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to hand over [sound:googletts-b2136b27-d5915eed-377083cb-02f1f9ff-c1832283.mp3],The founder of the company handed the management over to his daughter. [sound:googletts-8a641e81-a8ea6c88-f6bb634c-7a51959c-5e137668.mp3],Der Firmengründer gab die Leitung an seine Tochter ab. [sound:googletts-368a7910-fb4f438d-a99471e6-c16328b4-41e090e9.mp3],
A1-VERB-82,A1,⚑,kommen [sound:googletts-f676d3c6-673ebf3a-bfa14dec-0fd58939-4c53f1f9.mp3],come,o-a-o,<div>ich&nbsp;komme</div> <div>du&nbsp;kommst</div> <div>er/sie/es&nbsp;kommt</div> <div>wir&nbsp;kommen</div> <div>ihr&nbsp;kommt</div> <div>Sie&nbsp;kommen</div>,<div>ich&nbsp;kam</div> <div>du&nbsp;kamst</div> <div>er/sie/es&nbsp;kam</div> <div>wir&nbsp;kamen</div> <div>ihr&nbsp;kamt</div> <div>Sie&nbsp;kamen</div>,<div>ich&nbsp;werde kommen</div> <div>du&nbsp;wirst kommen</div> <div>er/sie/es&nbsp;wird kommen</div> <div>wir&nbsp;werden kommen</div> <div>ihr&nbsp;werdet kommen</div> <div>Sie&nbsp;werden kommen</div>,<div>ich&nbsp;bin gekommen</div> <div>du&nbsp;bist gekommen</div> <div>er/sie/es&nbsp;ist gekommen</div> <div>wir&nbsp;sind gekommen</div> <div>ihr&nbsp;seid gekommen</div> <div>Sie&nbsp;sind gekommen</div>,sein [sound:googletts-1e0bb217-bfaa5681-6faf3aef-7d74ead6-bf046ba2.mp3],to come&nbsp; [sound:googletts-20f6003f-af1ceace-3aba9b9d-060d7cf6-3ab05430.mp3],He will come home right after work. [sound:googletts-8525041a-c6f22368-c25c3ad6-4dc1e774-1c017fbb.mp3],Er wird direkt nach der Arbeit nach Hause kommen. [sound:googletts-b2e2a54c-8d23d9be-51afaefa-0294909f-c2bcdbf5.mp3],
A1-VERB-86,A1,,<a>können</a>&nbsp;[sound:googletts-46c3000b-47dfbdf4-0674ad37-0c11f65e-1e489d9e.mp3],know or be able&nbsp;,,<div>ich&nbsp;kann</div> <div>du&nbsp;kannst</div> <div>er/sie/es&nbsp;kann</div> <div>wir&nbsp;können</div> <div>ihr&nbsp;könnt</div> <div>Sie&nbsp;können</div>,<div>ich&nbsp;konnte</div> <div>du&nbsp;konntest</div> <div>er/sie/es&nbsp;konnte</div> <div>wir&nbsp;konnten</div> <div>ihr&nbsp;konntet</div> <div>Sie&nbsp;konnten</div>,<div>ich&nbsp;werde können</div> <div>du&nbsp;wirst können</div> <div>er/sie/es&nbsp;wird können</div> <div>wir&nbsp;werden können</div> <div>ihr&nbsp;werdet können</div> <div>Sie&nbsp;werden können</div>,<div>ich&nbsp;habe gekonnt</div> <div>du&nbsp;hast gekonnt</div> <div>er/sie/es&nbsp;hat gekonnt</div> <div>wir&nbsp;haben gekonnt</div> <div>ihr&nbsp;habt gekonnt</div> <div>Sie&nbsp;haben gekonnt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],know or be able&nbsp;[sound:googletts-2459f5ae-6b6b41c6-763f9ef9-ca2d8718-1945072b.mp3],The boxer was able to dodge the blow. [sound:googletts-f0a4ce4d-cf32adbf-9ea1313f-77d3a93b-15083a2d.mp3],Der Boxer konnte dem Schlag ausweichen. [sound:googletts-d361ce21-9364733b-1d6040a3-d8be7415-8724e413.mp3],
A1-VERB-92,A1,,lernen [sound:googletts-9d29d73e-220379b7-d61c5a9d-1d4f49c1-77615cb4.mp3],learn,,<div>ich&nbsp;lerne</div> <div>du&nbsp;lernst</div> <div>er/sie/es&nbsp;lernt</div> <div>wir&nbsp;lernen</div> <div>ihr&nbsp;lernt</div> <div>Sie&nbsp;lernen</div>,<div>ich&nbsp;lernte</div> <div>du&nbsp;lerntest</div> <div>er/sie/es&nbsp;lernte</div> <div>wir&nbsp;lernten</div> <div>ihr&nbsp;lerntet</div> <div>Sie&nbsp;lernten</div>,<div>ich&nbsp;werde lernen</div> <div>du&nbsp;wirst lernen</div> <div>er/sie/es&nbsp;wird lernen</div> <div>wir&nbsp;werden lernen</div> <div>ihr&nbsp;werdet lernen</div> <div>Sie&nbsp;werden lernen</div>,<div>ich&nbsp;habe gelernt</div> <div>du&nbsp;hast gelernt</div> <div>er/sie/es&nbsp;hat gelernt</div> <div>wir&nbsp;haben gelernt</div> <div>ihr&nbsp;habt gelernt</div> <div>Sie&nbsp;haben gelernt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to learn [sound:googletts-bd425737-3863bd3d-70be881e-aafea015-5f05a1bc.mp3],My dog learned some tricks. [sound:googletts-0bb3c57e-ae92e220-6c67d799-54a231f3-8dbb7f72.mp3],Mein Hund hat ein paar Tricks gelernt. [sound:googletts-0dcbb09b-11d5cb67-9ee254d6-eb7e44ae-5c14bc15.mp3],
A1-VERB-94,A1,⚑,lesen [sound:googletts-b259661a-7ea02fd0-2122ae02-56d8a130-55fa5151.mp3],read,e-a-e,<div>ich&nbsp;lese</div> <div>du&nbsp;liest</div> <div>er/sie/es&nbsp;liest</div> <div>wir&nbsp;lesen</div> <div>ihr&nbsp;lest</div> <div>Sie&nbsp;lesen</div>,<div>ich&nbsp;las</div> <div>du&nbsp;lasest</div> <div>er/sie/es&nbsp;las</div> <div>wir&nbsp;lasen</div> <div>ihr&nbsp;last</div> <div>Sie&nbsp;lasen</div>,<div>ich&nbsp;werde lesen</div> <div>du&nbsp;wirst lesen</div> <div>er/sie/es&nbsp;wird lesen</div> <div>wir&nbsp;werden lesen</div> <div>ihr&nbsp;werdet lesen</div> <div>Sie&nbsp;werden lesen</div>,<div>ich&nbsp;habe gelesen</div> <div>du&nbsp;hast gelesen</div> <div>er/sie/es&nbsp;hat gelesen</div> <div>wir&nbsp;haben gelesen</div> <div>ihr&nbsp;habt gelesen</div> <div>Sie&nbsp;haben gelesen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to read [sound:googletts-12623d28-85f963f7-06336ac0-89666795-1e565e97.mp3],I try to read a book every week. [sound:googletts-3a492638-6350675c-a66991c8-a3b05bc1-2ce7d04a.mp3],"Ich versuche, jede Woche ein Buch zu lesen. [sound:googletts-d6f75835-7609d3b2-6b07e8fd-8d744229-a9dbe054.mp3]",
A1-VERB-96,A1,,lieben [sound:googletts-94ae90fa-f92fad16-371ffa20-3b37fd57-53accea3.mp3],love,,<div>ich&nbsp;liebe</div> <div>du&nbsp;liebst</div> <div>er/sie/es&nbsp;liebt</div> <div>wir&nbsp;lieben</div> <div>ihr&nbsp;liebt</div> <div>Sie&nbsp;lieben</div>,<div>ich&nbsp;liebte</div> <div>du&nbsp;liebtest</div> <div>er/sie/es&nbsp;liebte</div> <div>wir&nbsp;liebten</div> <div>ihr&nbsp;liebtet</div> <div>Sie&nbsp;liebten</div>,<div>ich&nbsp;werde lieben</div> <div>du&nbsp;wirst lieben</div> <div>er/sie/es&nbsp;wird lieben</div> <div>wir&nbsp;werden lieben</div> <div>ihr&nbsp;werdet lieben</div> <div>Sie&nbsp;werden lieben</div>,<div>ich&nbsp;habe geliebt</div> <div>du&nbsp;hast geliebt</div> <div>er/sie/es&nbsp;hat geliebt</div> <div>wir&nbsp;haben geliebt</div> <div>ihr&nbsp;habt geliebt</div> <div>Sie&nbsp;haben geliebt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to love [sound:googletts-86ee922a-4063d618-2d00af1c-167bd94e-19bfdd5b.mp3],I love spicy sauces. [sound:googletts-6fb35245-0c7bfbbc-35fe59b1-0eb75190-182960e0.mp3],Ich liebe würzige Saucen. [sound:googletts-913c0f52-aa0343ec-2a451082-5a75b175-362e5f7d.mp3],
A1-VERB-152,A1,,öffnen [sound:googletts-2769a2a8-925c64a1-c911d772-66538dc3-849a38be.mp3],open,,<div>ich&nbsp;öffne</div> <div>du&nbsp;öffnest</div> <div>er/sie/es&nbsp;öffnet</div> <div>wir&nbsp;öffnen</div> <div>ihr&nbsp;öffnet</div> <div>Sie&nbsp;öffnen</div>,<div>ich&nbsp;öffnete</div> <div>du&nbsp;öffnetest</div> <div>er/sie/es&nbsp;öffnete</div> <div>wir&nbsp;öffneten</div> <div>ihr&nbsp;öffnetet</div> <div>Sie&nbsp;öffneten</div>,<div>ich&nbsp;werde öffnen</div> <div>du&nbsp;wirst öffnen</div> <div>er/sie/es&nbsp;wird öffnen</div> <div>wir&nbsp;werden öffnen</div> <div>ihr&nbsp;werdet öffnen</div> <div>Sie&nbsp;werden öffnen</div>,<div>ich&nbsp;habe geöffnet</div> <div>du&nbsp;hast geöffnet</div> <div>er/sie/es&nbsp;hat geöffnet</div> <div>wir&nbsp;haben geöffnet</div> <div>ihr&nbsp;habt geöffnet</div> <div>Sie&nbsp;haben geöffnet</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to open [sound:googletts-64ad56c7-8d6dd2e8-15f3376d-24c94f20-aeac2f0c.mp3],It is very easy to open the new window. [sound:googletts-8b510f53-39ed6036-e64c5d7c-94d1ae6b-6af8270f.mp3],"Es ist sehr leicht, das neue Fenster zu öffnen. [sound:googletts-b132d9ef-e9e4b038-6bc78d28-f55263a4-0cbfae3a.mp3]",
A1-VERB-154,A1,,überweisen [sound:googletts-abd55c65-107474d1-7f9926a0-22c46c35-cd0d5638.mp3],transfer,,<div>ich&nbsp;überweise</div> <div>du&nbsp;überweist</div> <div>er/sie/es&nbsp;überweist</div> <div>wir&nbsp;überweisen</div> <div>ihr&nbsp;überweist</div> <div>Sie&nbsp;überweisen</div>,<div>ich&nbsp;überwies</div> <div>du&nbsp;überwiesest</div> <div>er/sie/es&nbsp;überwies</div> <div>wir&nbsp;überwiesen</div> <div>ihr&nbsp;überwieset</div> <div>Sie&nbsp;überwiesen</div>,<div>ich&nbsp;werde überweisen</div> <div>du&nbsp;wirst überweisen</div> <div>er/sie/es&nbsp;wird überweisen</div> <div>wir&nbsp;werden überweisen</div> <div>ihr&nbsp;werdet überweisen</div> <div>Sie&nbsp;werden überweisen</div>,<div>ich&nbsp;habe überwiesen</div> <div>du&nbsp;hast überwiesen</div> <div>er/sie/es&nbsp;hat überwiesen</div> <div>wir&nbsp;haben überwiesen</div> <div>ihr&nbsp;habt überwiesen</div> <div>Sie&nbsp;haben überwiesen</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to transfer or wire (money) [sound:googletts-3bd8cd76-5f3db7c7-30dfacd9-a23abf02-f97a0c25.mp3],I will transfer the money to your account. [sound:googletts-b6cc00ca-ea2c130c-97e7698d-272c33d2-0d51cc1c.mp3],Ich werde das Geld auf dein Konto überweisen. [sound:googletts-13c90f67-44c20643-fd1acf27-fc7705d2-ed4defda.mp3],
A1-VERB-150,A1,,wollen [sound:googletts-7251fe40-37346107-3227bd87-5c37ebd3-da550fc1.mp3],want,,<div>ich&nbsp;will</div> <div>du&nbsp;willst</div> <div>er/sie/es&nbsp;will</div> <div>wir&nbsp;wollen</div> <div>ihr&nbsp;wollt</div> <div>Sie&nbsp;wollen</div>,<div>ich&nbsp;wollte</div> <div>du&nbsp;wolltest</div> <div>er/sie/es&nbsp;wollte</div> <div>wir&nbsp;wollten</div> <div>ihr&nbsp;wolltet</div> <div>Sie&nbsp;wollten</div>,<div>ich&nbsp;werde wollen</div> <div>du&nbsp;wirst wollen</div> <div>er/sie/es&nbsp;wird wollen</div> <div>wir&nbsp;werden wollen</div> <div>ihr&nbsp;werdet wollen</div> <div>Sie&nbsp;werden wollen</div>,<div>ich&nbsp;habe gewollt</div> <div>du&nbsp;hast gewollt</div> <div>er/sie/es&nbsp;hat gewollt</div> <div>wir&nbsp;haben gewollt</div> <div>ihr&nbsp;habt gewollt</div> <div>Sie&nbsp;haben gewollt</div>,haben [sound:googletts-d645da84-e832ed18-9b8cf121-3cd221a5-74132fa2.mp3],to want [sound:googletts-d32daa22-b37b93bb-50e55077-868f9caf-494e30f3.mp3],I want to finish reading the book today. [sound:googletts-c51675c2-219a4558-1b463e05-0a76acee-cefb75a6.mp3],Ich will das Buch heute zu Ende lesen. [sound:googletts-2f16e15d-60fd2360-e2abfd4e-b034185e-6a25eef6.mp3],
